country_name,indicator_name,sex,age_group,age_categories,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
SAUDI ARABIA,UNEMPLOYMENT RATE BY SEX AND AGE,nan,NAN,YOUTH,,20.206,17.913,418.26368667504937,22.133,16.827,,16.579,11.662,,10.461
PANAMA,nan,FEMALE,NAN,CHILDREN,,5.367,5.866,6.928,6.71,8.015,,10.866,9.864,9.349,9.218
MEXICO,nan,FEMALE,15-24,YOUTH,,9.949,,7.946,7.514,7.998,8.666,8.512,7.36,6.474,6.889
costa rica,unemployment rate by sex and age,FEMALE,25+,adults,6.799,,7.072,7.044,8.05,10.533,,295.40519255507814,11.868,7.81,
comoros,unemployment rate by sex and age,MALE,25+,adults,3.803,3.912,3.993,,3.962,4.067,4.901,5.005,4.849,4.801,4.754
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,15-24,YOUTH,1.197,1.684,2.194,2.189,2.186,2.19,2.816,2.674,2.188,2.045,2.003
PAPUA NEW GUINEA,unemployment rate by sex and age,FEMALE,15-24,youth,3.326,3.339,3.35,3.45,,3.543,,4.101,3.669,3.611,3.522
AZERBAIJAN,unemployment rate by sex and age,MALE,15-24,youth,,11.148,,10.486,10.043,10.183,,12.738,12.083,12.162,12.486
nan,unemployment rate by sex and age,NAN,under 15,CHILDREN,1.409,1.806,1.786,1.781,1.782,1.78,2.15,2.207,465.9260602831068,1.837,1.794
somalia,unemployment rate by sex and age,FEMALE,15-24,YOUTH,37.032,36.222,36.043,36.356,36.839,,39.631,39.137,37.85,37.703,37.601
MALTA,unemployment rate by sex and age,female,15-24,youth,,9.811,11.332,9.908,478.69225733239847,7.972,,6.479,5.632,4.028,3.564
NAN,unemployment rate by sex and age,MALE,UNDER 15,CHILDREN,5.697,5.714,5.729,5.745,5.753,5.759,6.546,6.471,5.879,5.85,
nan,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,20.952,19.614,18.138,17.944,,17.002,20.223,19.353,18.721,18.19,18.643
cabo verde,unemployment rate by sex and age,FEMALE,15-24,YOUTH,28.366,30.39,32.359,34.551,,32.518,39.862,37.424,34.846,34.004,33.74
DJIBOUTI,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,adults,15.562,15.532,15.497,15.62,15.791,15.916,17.051,17.246,16.232,15.953,
bahamas,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,233.23047477058756,11.09,11.084,8.354,10.048,9.977,12.893,11.734,10.122,9.479,9.337
SWEDEN,unemployment rate by sex and age,male,15-24,YOUTH,24.121,21.14,20.447,18.809,18.553,20.595,,25.223,20.042,22.794,
iceland,unemployment rate by sex and age,male,15-24,YOUTH,12.543,10.559,6.508,,6.338,11.447,10.912,12.993,11.368,7.901,7.394
SAO TOME AND PRINCIPE,unemployment rate by sex and age,male,UNDER 15,children,9.589,,9.595,9.741,9.789,9.891,10.923,10.947,10.057,9.956,9.889
FINLAND,unemployment rate by sex and age,MALE,nan,children,9.325,9.882,9.041,8.87,7.418,7.173,8.008,8.115,7.048,7.588,7.865
jordan,NAN,FEMALE,UNDER 15,children,,,24.113,27.353,24.121,,25.354,26.192,25.55,25.632,25.658
BAHAMAS,nan,female,under 15,CHILDREN,14.642,13.005,,,9.948,9.886,12.205,11.413,10.053,9.529,9.378
INDIA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,21.32,22.231,,24.275,25.415,23.135,24.865,19.968,18.869,16.59,
guinea-bissau,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,4.283,,4.161,4.106,4.167,4.194,4.951,4.811,4.223,4.054,3.994
BRUNEI DARUSSALAM,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,6.138,7.033,7.928,,7.708,5.71,6.395,3.852,3.362,3.375,3.275
NAN,unemployment rate by sex and age,male,15-24,YOUTH,10.26,9.48,10.35,12.18,10.73,13.57,24.326,19.8,,15.529,15.224
peru,unemployment rate by sex and age,female,15-24,YOUTH,7.628,6.625,8.755,,,7.894,12.912,10.729,8.433,8.183,8.082
zimbabwe,unemployment rate by sex and age,female,nan,NAN,233.23047477058756,4.586,4.773,4.9,5.027,5.309,6.345,7.792,7.704,7.597,7.528
MALAWI,unemployment rate by sex and age,FEMALE,nan,adults,5.333,5.307,5.388,5.438,5.387,5.295,5.941,6.115,5.526,5.422,5.381
QATAR,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,under 15,nan,0.07,0.061,0.061,0.061,0.051,0.045,0.068,0.08,0.078,0.072,0.067
"hong kong, china",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,NAN,ADULTS,2.976,2.747,3.074,2.926,2.673,3.026,6.211,5.601,4.759,4.364,4.171
russian federation,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,4.644,4.903,4.849,,4.053,,4.897,3.899,3.124,,2.493
ecuador,unemployment rate by sex and age,MALE,NAN,NAN,2.093,,2.794,2.302,2.183,2.511,4.603,2.968,2.557,2.363,2.386
BELGIUM,unemployment rate by sex and age,FEMALE,NAN,ADULTS,6.686,6.748,6.72,6.231,,4.318,4.61,5.029,4.483,4.352,4.374
trinidad and tobago,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,7.703,6.754,8.313,9.292,10.155,10.918,15.588,14.218,13.363,12.647,12.207
CYPRUS,unemployment rate by sex and age,male,nan,ADULTS,14.852,13.217,11.447,9.678,6.706,5.301,6.343,6.138,4.856,,5.213
PARAGUAY,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,15.849,11.858,15.401,19.924,18.665,20.033,23.467,21.775,17.767,14.835,15.527
CONGO,nan,female,nan,children,20.988,21.577,22.033,22.548,22.612,22.123,,23.905,21.814,,20.868
MALDIVES,unemployment rate by sex and age,female,nan,NAN,5.36,4.298,3.251,3.001,2.751,2.5,2.825,2.885,2.654,2.614,2.652
nan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,nan,15.894,14.743,,10.529,,6.2,6.351,6.683,6.78,6.211,6.188
CAMBODIA,unemployment rate by sex and age,MALE,15-24,YOUTH,1.133,0.547,1.105,0.322,0.322,0.325,0.452,0.75,0.682,0.628,0.612
nan,NAN,female,UNDER 15,children,2.881,3.807,4.044,4.054,3.615,4.0,9.837,5.706,4.225,,4.896
zimbabwe,nan,MALE,25+,ADULTS,3.677,4.325,4.843,5.287,5.722,6.362,6.996,7.234,,6.757,6.703
zimbabwe,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,5.174,5.666,6.014,,6.555,6.99,8.494,,9.67,9.518,
IVORY COAST,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,NAN,3.304,545.1892685873537,2.131,3.063,2.736,2.416,2.504,2.684,2.534,,2.446
AUSTRALIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,6.002,6.046,5.65,5.525,5.281,5.207,6.554,5.214,3.766,3.702,3.817
angola,NAN,FEMALE,25+,ADULTS,11.437,11.707,11.968,12.162,12.284,12.303,12.206,12.044,11.056,10.685,10.451
mozambique,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,3.202,3.162,3.233,3.318,3.397,3.436,3.876,3.997,3.502,3.377,3.356
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,1.918,1.835,1.699,1.571,1.442,1.317,1.388,1.416,1.273,1.2,1.162
nan,nan,nan,15-24,YOUTH,19.894,21.829,23.175,25.146,24.607,29.804,29.369,,24.951,23.706,24.245
honduras,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,5.784,4.535,5.412,4.147,4.662,4.279,8.576,6.566,5.344,5.147,5.061
VANUATU,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,4.278,4.402,4.448,4.521,4.594,4.745,2.683,,4.539,4.546,
eritrea,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,nan,9.105,9.299,9.339,9.455,9.176,9.155,10.058,9.931,9.004,8.833,8.744
argentina,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,17.149,18.074,19.355,20.197,21.09,23.983,27.217,20.985,17.637,17.944,17.729
samoa,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,21.632,23.903,26.259,28.739,29.008,29.457,32.507,31.762,30.651,29.644,29.398
EGYPT,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,17.684,19.663,18.199,17.713,15.028,15.978,13.343,11.632,9.683,9.983,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,NAN,5.093,4.729,4.319,3.408,4.092,4.715,6.545,6.014,4.687,,4.263
nan,unemployment rate by sex and age,FEMALE,25+,adults,3.757,3.688,2.926,2.413,3.719,3.99,4.399,4.602,3.72,3.597,3.556
AZERBAIJAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,15.562,15.478,291.2396381903166,14.316,13.334,12.736,17.692,16.372,15.261,15.255,15.388
CHILE,unemployment rate by sex and age,FEMALE,25+,ADULTS,5.337,5.622,5.945,6.093,6.538,6.647,433.4241205489025,8.428,7.837,8.298,8.596
croatia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,44.938,41.478,31.26,27.141,,14.588,18.77,18.976,14.815,,16.246
south africa,UNEMPLOYMENT RATE BY SEX AND AGE,male,NAN,children,,21.179,22.315,22.503,22.767,495.5104718529904,,27.464,27.377,,26.702
oman,NAN,female,25+,ADULTS,,9.986,10.671,418.26368667504937,6.252,6.851,433.4241205489025,4.816,4.228,4.254,
ETHIOPIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,nan,4.685,4.908,5.185,5.459,5.799,6.094,8.107,8.104,7.26,7.092,7.068
GUINEA-BISSAU,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,nan,3.728,3.557,3.495,3.395,3.497,3.537,4.215,4.293,3.536,3.415,3.355
burkina faso,unemployment rate by sex and age,male,25+,adults,3.089,3.344,3.482,3.536,3.548,,4.021,,465.9260602831068,3.868,3.789
tonga,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,children,1.397,1.471,1.487,1.548,1.631,1.614,2.034,1.796,465.9260602831068,1.88,
HUNGARY,unemployment rate by sex and age,MALE,25+,NAN,6.493,5.605,4.429,,2.946,,3.466,3.281,3.162,3.412,3.329
fiji,unemployment rate by sex and age,male,15-24,youth,11.714,11.603,11.627,11.764,11.884,12.005,13.3,13.016,12.336,11.542,11.352
ecuador,UNEMPLOYMENT RATE BY SEX AND AGE,female,nan,CHILDREN,4.141,4.521,5.848,4.928,4.391,4.591,7.359,5.781,4.456,4.341,4.301
new zealand,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,CHILDREN,,4.979,4.813,4.29,4.193,3.829,4.255,3.68,3.085,3.55,3.91
mozambique,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,children,3.546,3.683,3.756,3.843,3.923,3.963,4.26,4.489,4.062,3.955,3.942
tunisia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,children,21.516,22.192,23.451,22.61,22.752,25.294,26.922,26.839,26.298,26.255,26.182
nan,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,NAN,5.881,5.697,5.698,5.594,5.533,5.474,5.5,6.295,5.548,5.367,5.311
honduras,unemployment rate by sex and age,FEMALE,25+,NAN,,,5.164,4.998,4.431,,,7.425,6.547,6.438,6.451
"TAIWAN, CHINA",NAN,FEMALE,UNDER 15,children,3.56,3.437,3.562,3.451,3.48,3.579,3.751,3.7,,3.477,3.446
MEXICO,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,8.763,7.808,7.103,6.312,6.483,6.778,7.779,7.497,6.042,5.478,
jamaica,UNEMPLOYMENT RATE BY SEX AND AGE,female,NAN,ADULTS,8.199,8.342,8.349,,4.941,4.549,5.457,5.483,4.886,4.816,4.583
sweden,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,5.866,5.664,5.574,5.415,4.961,4.967,6.27,6.354,5.176,5.655,6.526
belize,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,NAN,2.499,,2.409,3.157,3.549,3.831,4.887,4.808,,3.561,3.479
gambia,unemployment rate by sex and age,FEMALE,25+,ADULTS,8.349,6.835,5.3,3.589,2.038,1.991,2.225,,,2.071,2.027
TURKEY,unemployment rate by sex and age,NAN,15-24,YOUTH,16.277,16.197,16.962,17.412,,22.037,22.248,19.205,16.265,14.851,15.198
GAMBIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,adults,5.686,5.376,5.055,,4.101,3.997,4.849,4.837,4.268,4.139,
TURKMENISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,CHILDREN,2.472,2.479,2.486,2.493,2.496,2.499,2.75,2.796,2.546,2.527,2.582
belgium,unemployment rate by sex and age,NAN,25+,ADULTS,7.697,7.77,6.928,6.059,,4.863,4.948,5.5,4.801,5.16,4.99
CUBA,unemployment rate by sex and age,male,UNDER 15,children,2.431,2.286,1.887,1.739,1.623,1.2,1.287,1.302,1.256,1.177,1.109
SOMALIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,CHILDREN,24.531,23.884,23.749,23.992,24.338,24.386,25.104,25.596,25.015,24.857,24.76
france,unemployment rate by sex and age,MALE,15-24,youth,25.558,26.323,25.131,23.365,21.813,20.916,20.33,19.356,18.627,17.033,16.974
nicaragua,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,6.35,,6.088,5.314,,8.857,10.017,9.858,8.456,,7.81
BOSNIA AND HERZEGOVINA,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,ADULTS,21.256,21.65,19.105,,15.054,11.685,12.304,10.803,9.259,8.603,8.559
GUINEA,unemployment rate by sex and age,NAN,under 15,NAN,4.87,5.107,4.885,,4.701,5.067,5.937,5.954,5.568,5.461,5.413
nan,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,CHILDREN,5.069,5.231,5.302,5.377,,5.255,5.764,5.738,5.2,5.093,5.025
bhutan,unemployment rate by sex and age,FEMALE,under 15,CHILDREN,3.615,3.26,3.584,3.913,4.243,3.317,,6.203,7.975,8.077,8.115
RWANDA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,nan,adults,10.846,10.857,10.826,10.921,9.663,10.589,11.396,15.524,14.678,14.596,14.544
comoros,UNEMPLOYMENT RATE BY SEX AND AGE,nan,under 15,CHILDREN,4.433,4.517,4.574,4.535,4.471,4.541,5.393,5.423,,5.222,5.173
paraguay,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,children,6.803,4.942,6.709,,7.527,8.299,9.974,9.552,8.249,7.06,7.355
TONGA,unemployment rate by sex and age,FEMALE,nan,ADULTS,1.424,1.506,291.2396381903166,1.575,1.67,1.53,1.981,1.357,1.782,,1.675
PUERTO RICO,UNEMPLOYMENT RATE BY SEX AND AGE,nan,UNDER 15,nan,15.8,545.1892685873537,13.485,12.328,,9.453,10.203,8.938,6.82,7.069,6.86
MAURITIUS,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,19.58,545.1892685873537,17.776,18.843,21.005,17.095,22.048,24.261,20.052,16.819,15.282
namibia,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,16.711,19.084,,21.601,21.136,21.22,22.661,22.617,,20.829,20.604
papua new guinea,unemployment rate by sex and age,nan,25+,adults,2.946,2.923,2.903,3.057,3.167,3.189,3.734,4.024,3.351,3.317,3.225
LESOTHO,unemployment rate by sex and age,nan,NAN,ADULTS,13.402,,,13.89,14.121,14.328,15.882,15.896,14.239,13.859,13.652
slovakia,unemployment rate by sex and age,MALE,25+,ADULTS,8.857,8.901,7.757,7.018,5.446,4.957,5.546,5.789,5.045,,4.546
TAJIKISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,15.726,14.368,12.581,12.541,12.596,12.086,14.086,14.754,13.805,13.523,13.575
UKRAINE,unemployment rate by sex and age,male,NAN,ADULTS,9.524,8.843,9.617,10.301,478.69225733239847,7.882,9.073,,465.9260602831068,,
ARMENIA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,21.837,23.735,25.71,27.826,29.969,,21.991,19.496,16.059,16.278,16.702
PANAMA,NAN,NAN,under 15,CHILDREN,3.636,545.1892685873537,4.031,4.367,4.206,495.5104718529904,10.657,295.40519255507814,7.109,6.507,6.333
ivory coast,unemployment rate by sex and age,male,NAN,ADULTS,2.358,1.989,291.2396381903166,2.371,1.954,1.54,1.759,1.803,1.604,,1.537
greece,unemployment rate by sex and age,male,15-24,youth,47.591,45.281,44.268,38.97,478.69225733239847,32.581,30.02,30.932,25.045,21.858,19.8
poland,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,8.257,6.708,5.303,4.123,3.217,3.095,,2.846,2.406,2.098,
slovakia,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,,27.605,26.376,20.196,16.151,19.775,21.332,,21.542,17.527,16.8
NEPAL,unemployment rate by sex and age,female,15-24,nan,21.912,21.892,21.886,418.26368667504937,22.027,22.165,26.643,25.602,23.419,23.393,23.411
pakistan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,nan,nan,3.906,9.505,4.428,5.587,6.737,8.772,13.788,14.259,465.9260602831068,10.889,10.87
saint vincent and the grenadines,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,ADULTS,12.542,12.568,12.579,12.664,12.767,13.074,13.903,14.152,13.555,12.907,
JORDAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,23.422,,31.136,31.799,478.69225733239847,34.525,39.846,41.532,40.095,39.66,39.402
timor-leste,unemployment rate by sex and age,FEMALE,25+,adults,3.046,3.413,3.787,3.392,2.983,2.517,2.182,1.955,,1.469,1.49
philippines,NAN,MALE,25+,NAN,2.264,1.849,291.2396381903166,1.54,1.38,1.312,,2.354,1.452,,1.353
timor-leste,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,3.148,3.249,,3.031,2.701,2.29,2.163,1.854,1.392,1.379,1.358
montenegro,unemployment rate by sex and age,MALE,25+,adults,15.846,15.36,16.152,13.756,13.182,13.328,15.687,14.64,14.39,13.297,12.755
israel,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,11.018,9.657,,,7.266,7.121,,7.863,6.416,5.782,6.631
egypt,unemployment rate by sex and age,male,UNDER 15,CHILDREN,,9.352,8.845,8.176,6.78,4.757,5.928,5.575,4.898,164.64265165954762,4.531
eritrea,nan,female,UNDER 15,CHILDREN,6.749,6.851,6.88,6.861,6.686,6.701,7.233,7.385,6.853,6.713,6.629
"taiwan, china",unemployment rate by sex and age,MALE,25+,nan,3.584,3.38,3.547,3.374,3.269,3.182,3.283,3.298,3.134,,3.191
NAN,unemployment rate by sex and age,female,NAN,adults,233.23047477058756,13.016,11.313,10.036,8.074,7.443,,7.215,6.759,5.762,5.762
saint lucia,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,NAN,23.389,22.689,21.701,20.901,20.881,17.007,22.262,21.609,17.634,15.449,
FRENCH POLYNESIA,unemployment rate by sex and age,female,under 15,CHILDREN,12.76,,12.439,,12.408,12.433,13.785,13.317,,,12.576
switzerland,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,4.691,4.702,4.841,4.572,4.366,,4.661,4.913,4.062,3.609,3.609
slovenia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,9.825,9.747,8.181,7.061,5.449,4.669,5.021,4.706,3.773,3.212,
NEW ZEALAND,unemployment rate by sex and age,male,15-24,youth,13.561,,,12.691,478.69225733239847,11.16,12.283,10.763,9.586,10.832,11.925
ukraine,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,6.292,6.99,6.669,7.069,6.615,7.345,8.508,9.519,,,
bulgaria,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,9.685,7.748,6.531,5.648,4.364,3.694,4.436,4.707,3.819,4.009,3.762
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,,1.23,1.063,1.272,1.263,1.549,1.754,1.825,,2.439,2.329
BOSNIA AND HERZEGOVINA,unemployment rate by sex and age,FEMALE,under 15,children,,30.665,30.009,23.113,20.306,18.754,18.553,18.147,15.463,14.38,13.959
eswatini,nan,female,25+,ADULTS,19.909,19.626,19.341,19.444,19.586,19.641,21.247,21.352,,19.459,19.257
NAN,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,5.535,5.904,6.258,5.591,4.883,495.5104718529904,,2.927,,2.288,2.289
SINGAPORE,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,4.111,3.977,4.488,4.435,3.833,3.326,433.4241205489025,5.019,,3.419,3.679
yemen,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,8.398,11.705,12.169,12.396,11.732,11.541,12.301,12.781,11.981,11.961,11.904
HONDURAS,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,NAN,9.289,6.844,8.48,7.63,7.683,7.638,11.031,10.214,8.45,8.255,8.247
slovenia,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,10.596,10.088,8.604,7.481,5.736,4.969,5.659,5.309,4.318,3.534,3.544
TONGA,unemployment rate by sex and age,NAN,NAN,CHILDREN,2.708,2.848,2.882,2.997,3.151,2.893,3.743,2.558,3.109,3.064,3.019
"taiwan, china",unemployment rate by sex and age,FEMALE,15-24,youth,12.21,545.1892685873537,12.552,12.35,,12.419,11.963,12.104,12.517,12.569,253.06001403432947
ghana,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,children,4.378,7.019,5.357,3.26,,3.057,3.359,3.49,3.399,3.448,3.471
NAN,nan,female,UNDER 15,CHILDREN,,1.604,1.531,1.59,1.32,,2.217,1.881,,1.483,1.01
cabo verde,unemployment rate by sex and age,female,25+,nan,8.013,8.136,8.199,8.294,,8.279,9.834,9.896,8.901,8.72,8.657
guatemala,unemployment rate by sex and age,NAN,under 15,children,3.395,3.559,3.473,3.53,2.817,2.937,3.622,2.881,4.659,4.816,4.791
lao people's democratic republic,unemployment rate by sex and age,FEMALE,25+,ADULTS,1.104,1.339,1.589,1.843,1.894,1.958,2.099,2.601,2.377,2.368,2.373
NEW CALEDONIA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,39.777,39.756,291.2396381903166,39.703,40.025,35.303,,41.866,35.414,35.17,35.05
denmark,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,15-24,YOUTH,12.847,11.13,10.826,,,9.726,,10.92,10.458,9.572,9.308
ecuador,unemployment rate by sex and age,FEMALE,25+,adults,2.738,3.193,4.283,3.723,3.308,3.309,6.005,4.491,,3.385,3.33
guinea,unemployment rate by sex and age,male,UNDER 15,NAN,5.458,5.595,5.181,4.828,4.709,4.987,,5.981,5.496,5.362,5.295
guyana,unemployment rate by sex and age,male,under 15,CHILDREN,11.319,11.674,11.933,12.15,12.343,12.46,14.678,13.915,11.265,9.176,
PERU,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,nan,,545.1892685873537,3.973,,3.872,3.735,6.996,5.553,4.495,,4.113
BENIN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,3.938,3.849,3.77,3.562,3.171,3.072,,3.575,3.2,3.032,2.976
albania,NAN,nan,15-24,YOUTH,,39.644,,34.023,478.69225733239847,27.953,31.426,30.366,,27.731,27.267
UNITED ARAB EMIRATES,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,3.954,3.757,3.582,6.47,5.207,4.986,,5.698,5.204,5.43,5.56
chile,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,5.174,4.961,5.344,5.522,5.602,5.545,9.691,8.274,7.044,7.83,7.921
PAKISTAN,unemployment rate by sex and age,MALE,15-24,YOUTH,4.1,5.736,5.398,6.78,8.164,9.835,9.47,9.947,465.9260602831068,9.728,10.042
TAJIKISTAN,unemployment rate by sex and age,female,25+,ADULTS,,3.867,3.559,3.605,3.62,495.5104718529904,3.62,3.778,3.688,3.668,3.762
THAILAND,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,children,0.594,0.591,0.672,0.821,0.788,0.706,1.109,1.183,0.839,0.784,0.724
PAKISTAN,unemployment rate by sex and age,MALE,under 15,children,1.777,2.818,2.165,3.063,3.955,,5.856,,,5.109,5.186
URUGUAY,unemployment rate by sex and age,male,under 15,children,5.062,,6.496,6.557,6.862,7.203,8.57,7.885,6.873,7.428,7.126
PALESTINIAN TERRITORIES,unemployment rate by sex and age,FEMALE,under 15,CHILDREN,26.084,34.121,37.727,42.521,41.621,40.891,39.812,42.551,40.045,,
EL SALVADOR,unemployment rate by sex and age,MALE,15-24,YOUTH,9.831,8.062,9.301,8.583,8.15,,9.26,7.696,5.594,5.164,5.12
australia,unemployment rate by sex and age,male,15-24,YOUTH,,14.247,13.809,13.648,12.835,12.84,,12.619,9.177,9.206,
MOROCCO,UNEMPLOYMENT RATE BY SEX AND AGE,nan,25+,adults,7.255,7.086,6.591,6.972,,7.081,9.092,8.634,7.456,7.309,7.214
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,6.949,6.604,6.239,5.997,5.818,,6.834,6.788,,5.677,5.57
CANADA,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,6.236,6.324,6.627,5.906,5.165,5.097,8.072,6.643,4.525,4.686,5.269
"iran, islamic republic of",unemployment rate by sex and age,female,NAN,youth,43.209,42.153,43.464,42.826,39.43,38.237,35.413,36.376,35.099,,35.056
TURKMENISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,13.957,13.635,13.346,,12.568,12.705,15.202,15.335,13.449,,13.716
GUINEA-BISSAU,unemployment rate by sex and age,nan,UNDER 15,children,3.807,,3.598,3.508,3.599,3.635,4.278,4.331,3.633,3.501,3.44
MOROCCO,unemployment rate by sex and age,female,25+,adults,8.694,8.149,8.49,8.849,8.967,8.991,10.384,10.379,9.546,9.289,9.187
LESOTHO,unemployment rate by sex and age,MALE,UNDER 15,CHILDREN,14.272,14.478,14.363,14.681,,15.072,16.658,16.602,14.931,14.524,
IVORY COAST,unemployment rate by sex and age,MALE,NAN,children,2.691,2.116,,2.845,2.39,1.941,2.186,295.40519255507814,2.005,1.953,
oman,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,2.138,1.962,1.739,1.308,0.867,,1.524,1.147,0.838,0.757,
ETHIOPIA,unemployment rate by sex and age,FEMALE,25+,ADULTS,2.264,2.316,,2.508,2.655,2.762,3.716,3.837,3.424,3.356,3.352
mozambique,nan,MALE,15-24,YOUTH,7.515,7.43,7.585,7.775,7.959,495.5104718529904,8.976,9.007,,8.031,7.972
kazakhstan,unemployment rate by sex and age,nan,under 15,CHILDREN,4.456,4.367,4.419,4.392,4.339,,4.429,4.983,4.251,4.069,4.004
CANADA,unemployment rate by sex and age,FEMALE,under 15,CHILDREN,6.498,6.315,,5.935,5.535,5.269,9.522,7.345,5.138,5.265,5.896
equatorial guinea,nan,FEMALE,15-24,youth,17.057,17.325,17.527,17.584,17.185,,,19.762,18.161,164.64265165954762,17.771
